BookYear,JulianDay,DaysSept1,DateFull,Weightkg
2016,41,183,2/10/17,2.9
2016,41,183,2/10/17,3.05
2016,41,183,2/10/17,3.5
2016,41,183,2/10/17,3.5
2016,41,183,2/10/17,2.525
2016,41,183,2/10/17,3
2016,41,183,2/10/17,3.2
2016,41,183,2/10/17,3.55
2017,41,183,2/10/18,3.45
2017,41,183,2/10/18,3.25
2017,41,183,2/10/18,3.8
2017,41,183,2/10/18,3.2
2017,41,183,2/10/18,2.8
2017,41,183,2/10/18,2.9
2017,41,183,2/10/18,2.7
2017,41,183,2/10/18,2.8
2017,41,183,2/10/18,2.45
2018,41,183,2/10/19,3.5
2018,41,183,2/10/19,2.8
2018,41,183,2/10/19,2.4
2018,41,183,2/10/19,2.85
2018,41,183,2/10/19,3.25
2018,41,183,2/10/19,3.6
2018,41,183,2/10/19,2.45
2018,41,183,2/10/19,2.5
2018,41,183,2/10/19,2.98
2018,41,183,2/10/19,3.1
2018,41,183,2/10/19,2.4
2018,41,183,2/10/19,2.6
2018,41,183,2/10/19,3.2
2018,41,183,2/10/19,2.65
2019,41,183,2/10/20,3.75
2019,41,183,2/10/20,3.05
2019,41,183,2/10/20,3.25
2019,41,183,2/10/20,3.65
2019,41,183,2/10/20,2.4
2019,41,183,2/10/20,2.85
2019,41,183,2/10/20,2.2
2019,41,183,2/10/20,3
2019,41,183,2/10/20,2.75
2021,41,183,2/10/22,2.75
2007,42,184,2/11/08,2.075
2007,42,184,2/11/08,2.8
2007,42,184,2/11/08,3.3
2007,42,184,2/11/08,2.55
2007,42,184,2/11/08,2.675
2007,42,184,2/11/08,3.3
2007,42,184,2/11/08,2.925
2007,42,184,2/11/08,2.225
2007,42,184,2/11/08,2.725
2007,42,184,2/11/08,3.55
2007,42,184,2/11/08,3.25
2007,42,184,2/11/08,3.5
2008,42,184,2/11/09,2.85
2008,42,184,2/11/09,2.55
2008,42,184,2/11/09,2.75
2008,42,184,2/11/09,2.9
2008,42,184,2/11/09,3.25
2008,42,184,2/11/09,3
2008,42,184,2/11/09,3.025
2008,42,184,2/11/09,2.575
2008,42,184,2/11/09,3.475
2008,42,184,2/11/09,2.85
2008,42,184,2/11/09,2.45
2008,42,184,2/11/09,2.95
2009,42,184,2/11/10,2.825
2009,42,184,2/11/10,2.3
2009,42,184,2/11/10,3.1
2009,42,184,2/11/10,2.9
2009,42,184,2/11/10,2.875
2009,42,184,2/11/10,2.125
2009,42,184,2/11/10,3.5
2009,42,184,2/11/10,2.55
2009,42,184,2/11/10,2.925
2009,42,184,2/11/10,2.65
2009,42,184,2/11/10,2.3
2009,42,184,2/11/10,2.375
2009,42,184,2/11/10,2.775
2009,42,184,2/11/10,2.175
2009,42,184,2/11/10,2.25
2009,42,184,2/11/10,2.45
2009,42,184,2/11/10,1.925
2009,42,184,2/11/10,2.35
2010,42,184,2/11/11,3.4
2010,42,184,2/11/11,2.4
2010,42,184,2/11/11,2.7
2010,42,184,2/11/11,3.25
2010,42,184,2/11/11,2.4
2010,42,184,2/11/11,2.65
2010,42,184,2/11/11,3.1
2010,42,184,2/11/11,2.95
2010,42,184,2/11/11,3.3
2010,42,184,2/11/11,2.6
2013,42,184,2/11/14,2.7
2013,42,184,2/11/14,3
2013,42,184,2/11/14,2.67
2013,42,184,2/11/14,2.85
2013,42,184,2/11/14,3.05
2013,42,184,2/11/14,2.5
2013,42,184,2/11/14,3.15
2013,42,184,2/11/14,3.1
2014,42,184,2/11/15,2.48
2014,42,184,2/11/15,3.4
2014,42,184,2/11/15,2.65
2014,42,184,2/11/15,2.4
2014,42,184,2/11/15,3.45
2014,42,184,2/11/15,2.95
2014,42,184,2/11/15,2.55
2014,42,184,2/11/15,3.35
2014,42,184,2/11/15,4.1
2014,42,184,2/11/15,3.2
2014,42,184,2/11/15,2.3
2014,42,184,2/11/15,3.5
2014,42,184,2/11/15,2.95
2014,42,184,2/11/15,2.96
2014,42,184,2/11/15,2.6
2014,42,184,2/11/15,3.1
2014,42,184,2/11/15,2.55
2014,42,184,2/11/15,2.2
2014,42,184,2/11/15,3.1
2014,42,184,2/11/15,2.95
2016,42,184,2/11/17,2.35
2016,42,184,2/11/17,3.15
2016,42,184,2/11/17,2.475
2016,42,184,2/11/17,3.55
2016,42,184,2/11/17,2.85
2016,42,184,2/11/17,2.7
2016,42,184,2/11/17,3.4
2016,42,184,2/11/17,2.9
2016,42,184,2/11/17,2.625
2016,42,184,2/11/17,3.2
2016,42,184,2/11/17,3.2
2016,42,184,2/11/17,3.1
2017,42,184,2/11/18,3.55
2017,42,184,2/11/18,3.15
2017,42,184,2/11/18,2.95
2017,42,184,2/11/18,3.45
2017,42,184,2/11/18,2.8
2017,42,184,2/11/18,3.3
2017,42,184,2/11/18,2.45
2017,42,184,2/11/18,1.8
2017,42,184,2/11/18,2.75
2017,42,184,2/11/18,2.55
2017,42,184,2/11/18,3.65
2017,42,184,2/11/18,3
2018,42,184,2/11/19,3.05
2018,42,184,2/11/19,2.48
2018,42,184,2/11/19,2.95
2018,42,184,2/11/19,2.98
2018,42,184,2/11/19,3
2018,42,184,2/11/19,2.65
2018,42,184,2/11/19,3.1
2018,42,184,2/11/19,2.7
2018,42,184,2/11/19,3.2
2018,42,184,2/11/19,3
2019,42,184,2/11/20,2.85
2019,42,184,2/11/20,3.65
2019,42,184,2/11/20,2.35
2019,42,184,2/11/20,2.65
2019,42,184,2/11/20,3.4
2019,42,184,2/11/20,3.2
2019,42,184,2/11/20,2.85
2021,42,184,2/11/22,2.4
2021,42,184,2/11/22,2.55
2021,42,184,2/11/22,2.7
2021,42,184,2/11/22,2.5
2021,42,184,2/11/22,3.35
2021,42,184,2/11/22,2.65
2021,42,184,2/11/22,3
2021,42,184,2/11/22,3.95
2022,42,184,2/11/23,2.75
2022,42,184,2/11/23,3.35
2022,42,184,2/11/23,2.65
2022,42,184,2/11/23,2.9
2022,42,184,2/11/23,2.7
2022,42,184,2/11/23,2.45
2022,42,184,2/11/23,2.85
2022,42,184,2/11/23,2.7
2015,43,185,2/12/16,3.4
2015,43,185,2/12/16,2.7
2015,43,185,2/12/16,2.8
2015,43,185,2/12/16,2.95
2015,43,185,2/12/16,3.15
2015,43,185,2/12/16,3.1
2022,43,185,2/12/23,2.8
2022,43,185,2/12/23,1.9
2022,43,185,2/12/23,2.55
2022,43,185,2/12/23,3
2022,43,185,2/12/23,3.65
2022,43,185,2/12/23,2.25
2006,44,186,2/13/07,2.5
2006,44,186,2/13/07,2.525
2006,44,186,2/13/07,2.825
2006,44,186,2/13/07,2.75
2006,44,186,2/13/07,2.9
2006,44,186,2/13/07,2.375
2006,44,186,2/13/07,2.5
2006,44,186,2/13/07,2.35
2006,44,186,2/13/07,2.925
2006,44,186,2/13/07,3.4
2006,44,186,2/13/07,2.425
2006,44,186,2/13/07,2.5
2006,44,186,2/13/07,2.875
2006,44,186,2/13/07,3.4
2006,44,186,2/13/07,3.15
2006,44,186,2/13/07,2.275
2015,44,186,2/13/16,2.7
2015,44,186,2/13/16,2.8
2015,44,186,2/13/16,3.1
2015,44,186,2/13/16,3.1
2015,44,186,2/13/16,3.1
2015,44,186,2/13/16,2.5
2015,44,186,2/13/16,3.15
2015,44,186,2/13/16,2.5
2022,44,186,2/13/23,2.65
2022,44,186,2/13/23,1.75
2022,44,186,2/13/23,2.15
2022,44,186,2/13/23,3.1
2022,44,186,2/13/23,2.1
2022,44,186,2/13/23,3.35
2022,44,186,2/13/23,3.25
2015,45,187,2/14/16,2.85
2015,45,187,2/14/16,3.4
2015,45,187,2/14/16,2.9
2015,45,187,2/14/16,2.6
2015,45,187,2/14/16,3.45
2006,47,189,2/16/07,2.2
2006,47,189,2/16/07,2.6
2006,47,189,2/16/07,3.35
2006,47,189,2/16/07,2.275
2006,47,189,2/16/07,2.65
2006,47,189,2/16/07,3
2006,47,189,2/16/07,2.425
2006,47,189,2/16/07,3
2006,47,189,2/16/07,3.1
2012,47,189,2/16/13,2.65
2006,48,190,2/17/07,2.4
2006,48,190,2/17/07,2.675
2006,48,190,2/17/07,2.475
2006,48,190,2/17/07,3.55
2006,48,190,2/17/07,2.825
2006,48,190,2/17/07,2.375
2006,48,190,2/17/07,2.625
2006,48,190,2/17/07,2.775
2006,48,190,2/17/07,2.6
2006,48,190,2/17/07,2.45
2012,48,190,2/17/13,2.15
2012,48,190,2/17/13,3.15
2012,49,191,2/18/13,2.85
2012,49,191,2/18/13,3.05
2012,50,192,2/19/13,2.2
2012,50,192,2/19/13,2.45
